Orthogroup	Populus_trichocarpa	Salix_dunnii
OG0007195	Populus_trichocarpa|Potri.005G151200, Populus_trichocarpa|Potri.005G155000	Salix_dunnii|Safaf02G0091300, Salix_dunnii|Safaf05G0111500
OG0007196	Populus_trichocarpa|Potri.005G186800	Salix_dunnii|Safaf05G0136200
OG0007196	Populus_trichocarpa|Potri.002G073000	Salix_dunnii|Safaf02G0061200
OG0007198	Populus_trichocarpa|Potri.001G121300	Salix_dunnii|Safaf01G0097300
OG0007198	Populus_trichocarpa|Potri.003G111900	Salix_dunnii|Safaf03G0081200
OG0007199	Populus_trichocarpa|Potri.017G063000	Salix_dunnii|Safaf17G0060000
OG0007199	Populus_trichocarpa|Potri.001G324800	Salix_dunnii|Safaf16G0202500
OG0007200	Populus_trichocarpa|Potri.006G205800	Salix_dunnii|Safaf06G0162100
OG0007201	Populus_trichocarpa|Potri.010G071400, Populus_trichocarpa|Potri.008G166500	Salix_dunnii|Safaf08G0136800
OG0007202	Populus_trichocarpa|Potri.011G145200, Populus_trichocarpa|Potri.001G456700	Salix_dunnii|Safaf11G0107200, Salix_dunnii|Safaf16G0300000
OG0007203	Populus_trichocarpa|Potri.011G044900	Salix_dunnii|Safaf11G0026000
OG0007203	Populus_trichocarpa|Potri.004G036400	Salix_dunnii|Safaf04G0022700
OG0007204	Populus_trichocarpa|Potri.012G041600	Salix_dunnii|Safaf12G0027900
OG0007204	Populus_trichocarpa|Potri.015G032200	Salix_dunnii|Safaf15G0027400
OG0007205	Populus_trichocarpa|Potri.006G109200, Populus_trichocarpa|Potri.016G138000	Salix_dunnii|Safaf04G0163200
OG0007206	Populus_trichocarpa|Potri.019G104700, Populus_trichocarpa|Potri.013G145600	Salix_dunnii|Safaf13G0112400
OG0007207	Populus_trichocarpa|Potri.017G076800	Salix_dunnii|Safaf17G0072200
OG0007207	Populus_trichocarpa|Potri.001G351200	Salix_dunnii|Safaf16G0227900
OG0007208	Populus_trichocarpa|Potri.003G183300	Salix_dunnii|Safaf03G0141400
OG0007209	Populus_trichocarpa|Potri.005G089400	Salix_dunnii|Safaf05G0062900
OG0007210	Populus_trichocarpa|Potri.019G085600	Salix_dunnii|Safaf19G0090600
OG0007210	Populus_trichocarpa|Potri.013G114900	Salix_dunnii|Safaf13G0091600
OG0007211	Populus_trichocarpa|Potri.007G021200	Salix_dunnii|Safaf07G0018200
OG0007211	Populus_trichocarpa|Potri.005G120200	Salix_dunnii|Safaf05G0090300
OG0007212	Populus_trichocarpa|Potri.008G074600, Populus_trichocarpa|Potri.010G182800	Salix_dunnii|Safaf10G0139200
OG0007213	Populus_trichocarpa|Potri.006G100800	Salix_dunnii|Safaf06G0079300
OG0007214	Populus_trichocarpa|Potri.018G059200	Salix_dunnii|Safaf18G0042300
OG0007215	Populus_trichocarpa|Potri.003G140500	Salix_dunnii|Safaf03G0106100
OG0007216	Populus_trichocarpa|Potri.007G087500	Salix_dunnii|Safaf07G0077200
OG0007217	Populus_trichocarpa|Potri.015G129100	Salix_dunnii|Safaf15G0108700
OG0007217	Populus_trichocarpa|Potri.012G127700	Salix_dunnii|Safaf12G0099100
OG0007218	Populus_trichocarpa|Potri.003G075200, Populus_trichocarpa|Potri.001G159300	Salix_dunnii|Safaf01G0137500
OG0007219	Populus_trichocarpa|Potri.011G133400, Populus_trichocarpa|Potri.011G133700, Populus_trichocarpa|Potri.011G133300, Populus_trichocarpa|Potri.011G133600	Salix_dunnii|Safaf11G0097300
OG0007220	Populus_trichocarpa|Potri.004G037000	Salix_dunnii|Safaf04G0023200
OG0007220	Populus_trichocarpa|Potri.011G045600	Salix_dunnii|Safaf11G0026500
OG0007221	Populus_trichocarpa|Potri.019G102500	Salix_dunnii|Safaf19G0103700
OG0007221	Populus_trichocarpa|Potri.013G135800	Salix_dunnii|Safaf13G0110300
OG0007222	Populus_trichocarpa|Potri.010G131300, Populus_trichocarpa|Potri.010G131200	Salix_dunnii|Safaf10G0097500, Salix_dunnii|Safaf10G0097600
OG0007223	Populus_trichocarpa|Potri.017G048900, Populus_trichocarpa|Potri.017G048700, Populus_trichocarpa|Potri.017G049000	Salix_dunnii|Safaf17G0045600
OG0007224	Populus_trichocarpa|Potri.006G279600, Populus_trichocarpa|Potri.018G002300	Salix_dunnii|Safaf18G0001100, Salix_dunnii|SafafUnG0009300
OG0007226	Populus_trichocarpa|Potri.008G033200	Salix_dunnii|Safaf08G0023000
OG0007226	Populus_trichocarpa|Potri.010G228500	Salix_dunnii|Safaf10G0177700
OG0007227	Populus_trichocarpa|Potri.014G159100	Salix_dunnii|Safaf14G0120900
OG0007227	Populus_trichocarpa|Potri.002G224000	Salix_dunnii|Safaf02G0178800
OG0007228	Populus_trichocarpa|Potri.002G084750, Populus_trichocarpa|Potri.005G176900	Salix_dunnii|Safaf05G0127200
OG0007229	Populus_trichocarpa|Potri.001G066200	Salix_dunnii|Safaf01G0048400
OG0007229	Populus_trichocarpa|Potri.003G163600	Salix_dunnii|Safaf03G0125100
OG0007231	Populus_trichocarpa|Potri.010G146500	Salix_dunnii|Safaf10G0111300
OG0007231	Populus_trichocarpa|Potri.008G104400	Salix_dunnii|Safaf08G0083800
OG0007232	Populus_trichocarpa|Potri.010G133200, Populus_trichocarpa|Potri.010G133700, Populus_trichocarpa|Potri.010G133300	Salix_dunnii|Safaf10G0099400, Salix_dunnii|Safaf10G0099300, Salix_dunnii|Safaf10G0099800
OG0007233	Populus_trichocarpa|Potri.004G091100	Salix_dunnii|Safaf04G0063200
OG0007233	Populus_trichocarpa|Potri.017G124300	Salix_dunnii|Safaf17G0114600
OG0007234	Populus_trichocarpa|Potri.017G131000	Salix_dunnii|Safaf17G0120700
OG0007234	Populus_trichocarpa|Potri.004G085600	Salix_dunnii|Safaf04G0059000
OG0007235	Populus_trichocarpa|Potri.004G084366, Populus_trichocarpa|Potri.004G084500	Salix_dunnii|Safaf04G0058000
OG0007236	Populus_trichocarpa|Potri.004G083800	Salix_dunnii|Safaf04G0057500
OG0007236	Populus_trichocarpa|Potri.017G135100	Salix_dunnii|Safaf17G0124600
OG0007237	Populus_trichocarpa|Potri.004G020100, Populus_trichocarpa|Potri.004G020000	Salix_dunnii|Safaf04G0011600, Salix_dunnii|Safaf04G0011500
OG0007238	Populus_trichocarpa|Potri.004G186300	Salix_dunnii|Safaf04G0132900
OG0007238	Populus_trichocarpa|Potri.009G146700	Salix_dunnii|Safaf09G0119000
OG0007240	Populus_trichocarpa|Potri.005G074300	Salix_dunnii|Safaf05G0047800
OG0007241	Populus_trichocarpa|Potri.003G146800	Salix_dunnii|Safaf03G0111600
OG0007241	Populus_trichocarpa|Potri.001G083900	Salix_dunnii|Safaf01G0063800
OG0007242	Populus_trichocarpa|Potri.002G119400	Salix_dunnii|Safaf02G0100500
OG0007242	Populus_trichocarpa|Potri.014G017400	Salix_dunnii|Safaf14G0008800
OG0007244	Populus_trichocarpa|Potri.001G452100	Salix_dunnii|Safaf16G0295800
OG0007244	Populus_trichocarpa|Potri.011G149800	Salix_dunnii|Safaf11G0111200
OG0007245	Populus_trichocarpa|Potri.019G014405	Salix_dunnii|Safaf19G0003500, Salix_dunnii|Safaf19G0028800, Salix_dunnii|Safaf19G0003000, Salix_dunnii|Safaf19G0003200
OG0007246	Populus_trichocarpa|Potri.002G136400	Salix_dunnii|Safaf02G0114600
OG0007246	Populus_trichocarpa|Potri.014G045100	Salix_dunnii|Safaf14G0028200
OG0007247	Populus_trichocarpa|Potri.002G140500	Salix_dunnii|Safaf02G0118300
OG0007247	Populus_trichocarpa|Potri.014G053500	Salix_dunnii|Safaf14G0034700
OG0007248	Populus_trichocarpa|Potri.017G102100	Salix_dunnii|Safaf17G0099200
OG0007249	Populus_trichocarpa|Potri.008G098600, Populus_trichocarpa|Potri.010G154000	Salix_dunnii|Safaf10G0117300
OG0007250	Populus_trichocarpa|Potri.010G154300	Salix_dunnii|Safaf10G0117600
OG0007250	Populus_trichocarpa|Potri.008G097900	Salix_dunnii|Safaf08G0078800
OG0007251	Populus_trichocarpa|Potri.010G162100	Salix_dunnii|Safaf10G0122200
OG0007251	Populus_trichocarpa|Potri.008G092700	Salix_dunnii|Safaf08G0074100
OG0007252	Populus_trichocarpa|Potri.013G045410, Populus_trichocarpa|Potri.019G015700, Populus_trichocarpa|Potri.019G016106	Salix_dunnii|Safaf13G0037300
OG0007253	Populus_trichocarpa|Potri.005G053500	Salix_dunnii|Safaf05G0031900
OG0007253	Populus_trichocarpa|Potri.013G041000	Salix_dunnii|Safaf13G0033700
OG0007254	Populus_trichocarpa|Potri.005G051900	Salix_dunnii|Safaf05G0030600
OG0007254	Populus_trichocarpa|Potri.013G039300	Salix_dunnii|Safaf13G0031900
OG0007255	Populus_trichocarpa|Potri.015G101900	Salix_dunnii|Safaf15G0089000
OG0007256	Populus_trichocarpa|Potri.012G093300	Salix_dunnii|Safaf12G0071500
OG0007257	Populus_trichocarpa|Potri.012G090100	Salix_dunnii|Safaf12G0068400
OG0007259	Populus_trichocarpa|Potri.004G188300	Salix_dunnii|Safaf04G0134600
OG0007259	Populus_trichocarpa|Potri.009G149000	Salix_dunnii|Safaf09G0120900
OG0007260	Populus_trichocarpa|Potri.003G051300	Salix_dunnii|Safaf03G0028600
OG0007260	Populus_trichocarpa|Potri.001G186100	Salix_dunnii|Safaf01G0163000
OG0007261	Populus_trichocarpa|Potri.001G220700	Salix_dunnii|Safaf16G0116400
OG0007261	Populus_trichocarpa|Potri.009G018500	Salix_dunnii|Safaf09G0011900
OG0007262	Populus_trichocarpa|Potri.004G046600	Salix_dunnii|Safaf04G0029800
OG0007262	Populus_trichocarpa|Potri.011G055600	Salix_dunnii|Safaf11G0033900
OG0007263	Populus_trichocarpa|Potri.011G124268, Populus_trichocarpa|Potri.011G124500, Populus_trichocarpa|Potri.011G124184, Populus_trichocarpa|Potri.011G124300, Populus_trichocarpa|Potri.011G124128, Populus_trichocarpa|Potri.011G124156	Salix_dunnii|Safaf11G0087500, Salix_dunnii|Safaf11G0087600, Salix_dunnii|Safaf11G0087800
OG0007264	Populus_trichocarpa|Potri.003G149700	Salix_dunnii|Safaf03G0114000
OG0007264	Populus_trichocarpa|Potri.001G080900	Salix_dunnii|Safaf01G0060400
OG0007265	Populus_trichocarpa|Potri.005G166700	Salix_dunnii|Safaf05G0119100
OG0007265	Populus_trichocarpa|Potri.002G094500	Salix_dunnii|Safaf02G0079300
OG0007266	Populus_trichocarpa|Potri.005G215800	Salix_dunnii|Safaf05G0160200
OG0007266	Populus_trichocarpa|Potri.002G047200	Salix_dunnii|Safaf02G0039500
OG0007267	Populus_trichocarpa|Potri.002G055000	Salix_dunnii|Safaf02G0046200
OG0007267	Populus_trichocarpa|Potri.005G207700	Salix_dunnii|Safaf05G0152400
OG0007268	Populus_trichocarpa|Potri.006G252200	Salix_dunnii|Safaf06G0202700
OG0007269	Populus_trichocarpa|Potri.006G069400	Salix_dunnii|Safaf06G0052000
OG0007269	Populus_trichocarpa|Potri.018G131400	Salix_dunnii|Safaf18G0103000
OG0007270	Populus_trichocarpa|Potri.008G037200	Salix_dunnii|Safaf08G0026000
OG0007270	Populus_trichocarpa|Potri.010G225000	Salix_dunnii|Safaf06G0188400, Salix_dunnii|Safaf10G0174700
OG0007271	Populus_trichocarpa|Potri.002G021600, Populus_trichocarpa|Potri.005G240100	Salix_dunnii|Safaf05G0182000
OG0007272	Populus_trichocarpa|Potri.002G021900	Salix_dunnii|Safaf02G0018800
OG0007272	Populus_trichocarpa|Potri.005G239800	Salix_dunnii|Safaf05G0181500
OG0007273	Populus_trichocarpa|Potri.005G233500, Populus_trichocarpa|Potri.002G029200	Salix_dunnii|Safaf05G0176100
OG0007274	Populus_trichocarpa|Potri.006G027600	Salix_dunnii|Safaf06G0019100
OG0007274	Populus_trichocarpa|Potri.016G025300	Salix_dunnii|Safaf16G0023800
OG0007275	Populus_trichocarpa|Potri.006G033500	Salix_dunnii|Safaf06G0021400
OG0007275	Populus_trichocarpa|Potri.016G031400	Salix_dunnii|Safaf16G0028100
OG0007276	Populus_trichocarpa|Potri.001G033600	Salix_dunnii|Safaf01G0027500
OG0007276	Populus_trichocarpa|Potri.003G191600	Salix_dunnii|Safaf03G0147400
OG0007277	Populus_trichocarpa|Potri.003G187400, Populus_trichocarpa|Potri.001G037500	Salix_dunnii|Safaf01G0029200
OG0007278	Populus_trichocarpa|Potri.001G044601	Salix_dunnii|Safaf01G0033500
OG0007279	Populus_trichocarpa|Potri.001G026900	Salix_dunnii|Safaf01G0023400
OG0007279	Populus_trichocarpa|Potri.003G197600, Populus_trichocarpa|Potri.T124906	Salix_dunnii|Safaf03G0152800
OG0007281	Populus_trichocarpa|Potri.003G204500	Salix_dunnii|Safaf03G0157500
OG0007281	Populus_trichocarpa|Potri.001G019600	Salix_dunnii|Safaf01G0017100
OG0007282	Populus_trichocarpa|Potri.002G129500, Populus_trichocarpa|Potri.014G036200	Salix_dunnii|Safaf14G0021900
OG0007283	Populus_trichocarpa|Potri.001G275700, Populus_trichocarpa|Potri.009G070300	Salix_dunnii|Safaf09G0055800
OG0007284	Populus_trichocarpa|Potri.019G079700, Populus_trichocarpa|Potri.019G079600	Salix_dunnii|Safaf19G0083900
OG0007285	Populus_trichocarpa|Potri.015G093800	Salix_dunnii|Safaf02G0111800
OG0007285	Populus_trichocarpa|Potri.002G132500	Salix_dunnii|Safaf15G0082100
OG0007286	Populus_trichocarpa|Potri.008G124900	Salix_dunnii|Safaf08G0101400
OG0007286	Populus_trichocarpa|Potri.010G119400	Salix_dunnii|Safaf10G0087700
OG0007287	Populus_trichocarpa|Potri.007G134500	Salix_dunnii|Safaf07G0115900
OG0007287	Populus_trichocarpa|Potri.017G017600	Salix_dunnii|Safaf17G0011100
OG0007288	Populus_trichocarpa|Potri.013G003500	Salix_dunnii|Safaf13G0003200
OG0007288	Populus_trichocarpa|Potri.005G003500	Salix_dunnii|Safaf05G0002900
OG0007289	Populus_trichocarpa|Potri.008G203200	Salix_dunnii|Safaf08G0171500
OG0007289	Populus_trichocarpa|Potri.006G068900	Salix_dunnii|Safaf06G0051700
OG0007290	Populus_trichocarpa|Potri.003G026700, Populus_trichocarpa|Potri.001G387000	Salix_dunnii|Safaf16G0254800, Salix_dunnii|Safaf16G0254900
OG0007290	Populus_trichocarpa|Potri.011G107500	Salix_dunnii|Safaf11G0073300
OG0007291	Populus_trichocarpa|Potri.009G078500, Populus_trichocarpa|Potri.001G283000	Salix_dunnii|Safaf16G0167400
OG0007292	Populus_trichocarpa|Potri.006G205300	Salix_dunnii|Safaf06G0161500
OG0007292	Populus_trichocarpa|Potri.016G072600	Salix_dunnii|Safaf16G0065700
OG0007293	Populus_trichocarpa|Potri.014G038300	Salix_dunnii|Safaf14G0023000
OG0007293	Populus_trichocarpa|Potri.002G130300	Salix_dunnii|Safaf02G0110700
OG0007294	Populus_trichocarpa|Potri.014G035100	Salix_dunnii|Safaf14G0020900
OG0007294	Populus_trichocarpa|Potri.002G128900	Salix_dunnii|Safaf02G0109600
OG0007295	Populus_trichocarpa|Potri.003G094200	Salix_dunnii|Safaf03G0066500
OG0007295	Populus_trichocarpa|Potri.001G139900	Salix_dunnii|Safaf01G0114100
OG0007296	Populus_trichocarpa|Potri.001G111600	Salix_dunnii|Safaf01G0088500
OG0007296	Populus_trichocarpa|Potri.003G120500	Salix_dunnii|Safaf03G0088400
OG0007297	Populus_trichocarpa|Potri.001G132600	Salix_dunnii|Safaf01G0106900
OG0007297	Populus_trichocarpa|Potri.003G100800	Salix_dunnii|Safaf03G0071300
OG0007298	Populus_trichocarpa|Potri.004G088300, Populus_trichocarpa|Potri.017G128700	Salix_dunnii|Safaf17G0117800, Salix_dunnii|Safaf17G0117900
OG0007299	Populus_trichocarpa|Potri.015G050500	Salix_dunnii|Safaf15G0042900
OG0007299	Populus_trichocarpa|Potri.012G059900	Salix_dunnii|Safaf12G0045100
OG0007300	Populus_trichocarpa|Potri.016G074200	Salix_dunnii|Safaf16G0066800
OG0007301	Populus_trichocarpa|Potri.011G059600	Salix_dunnii|Safaf11G0037800
OG0007301	Populus_trichocarpa|Potri.004G050500	Salix_dunnii|Safaf04G0032600
OG0007302	Populus_trichocarpa|Potri.001G176100	Salix_dunnii|Safaf01G0141800
OG0007303	Populus_trichocarpa|Potri.016G006000	Salix_dunnii|Safaf16G0011100
OG0007303	Populus_trichocarpa|Potri.006G005400	Salix_dunnii|Safaf06G0004700
OG0007304	Populus_trichocarpa|Potri.009G165700	Salix_dunnii|Safaf09G0133500
OG0007304	Populus_trichocarpa|Potri.004G204700	Salix_dunnii|Safaf04G0146700
OG0007305	Populus_trichocarpa|Potri.004G201900	Salix_dunnii|Safaf04G0144700
OG0007305	Populus_trichocarpa|Potri.009G163400	Salix_dunnii|Safaf09G0131400
OG0007306	Populus_trichocarpa|Potri.018G141000	Salix_dunnii|Safaf18G0107600
OG0007306	Populus_trichocarpa|Potri.006G073900	Salix_dunnii|Safaf06G0055700
OG0007307	Populus_trichocarpa|Potri.009G007100	Salix_dunnii|Safaf09G0004100
OG0007307	Populus_trichocarpa|Potri.004G215100	Salix_dunnii|Safaf04G0155000
OG0007308	Populus_trichocarpa|Potri.004G216500, Populus_trichocarpa|Potri.009G005400	Salix_dunnii|Safaf09G0002800
OG0007309	Populus_trichocarpa|Potri.013G060000	Salix_dunnii|Safaf13G0050200
OG0007310	Populus_trichocarpa|Potri.017G146400	Salix_dunnii|Safaf17G0132300
OG0007310	Populus_trichocarpa|Potri.017G146300	Salix_dunnii|Safaf17G0132200
OG0007311	Populus_trichocarpa|Potri.003G087400	Salix_dunnii|Safaf03G0060500, Salix_dunnii|Safaf03G0060800
OG0007316	Populus_trichocarpa|Potri.014G077000	Salix_dunnii|Safaf14G0051600
OG0007316	Populus_trichocarpa|Potri.002G153000	Salix_dunnii|Safaf02G0127900
OG0007317	Populus_trichocarpa|Potri.005G048000	Salix_dunnii|Safaf05G0027300
OG0007318	Populus_trichocarpa|Potri.008G160800	Salix_dunnii|Safaf08G0131100
OG0007318	Populus_trichocarpa|Potri.010G078500	Salix_dunnii|Safaf10G0086900
OG0007319	Populus_trichocarpa|Potri.008G171700	Salix_dunnii|Safaf08G0141700
OG0007321	Populus_trichocarpa|Potri.002G050200	Salix_dunnii|Safaf02G0042400
OG0007321	Populus_trichocarpa|Potri.005G212000	Salix_dunnii|Safaf05G0156600
OG0007322	Populus_trichocarpa|Potri.017G001700, Populus_trichocarpa|Potri.007G146100	Salix_dunnii|Safaf07G0124000
OG0007323	Populus_trichocarpa|Potri.002G029700	Salix_dunnii|Safaf02G0024600
OG0007323	Populus_trichocarpa|Potri.005G233000	Salix_dunnii|Safaf05G0175700
OG0007324	Populus_trichocarpa|Potri.013G123900, Populus_trichocarpa|Potri.019G092201	Salix_dunnii|Safaf19G0092300
OG0007325	Populus_trichocarpa|Potri.004G189900, Populus_trichocarpa|Potri.009G150600	Salix_dunnii|Safaf04G0136400
OG0007328	Populus_trichocarpa|Potri.004G226100	Salix_dunnii|SafafUnG0001200
OG0007329	Populus_trichocarpa|Potri.002G109400	Salix_dunnii|Safaf02G0091700
OG0007329	Populus_trichocarpa|Potri.002G109500	Salix_dunnii|Safaf02G0091800
OG0007330	Populus_trichocarpa|Potri.002G233500	Salix_dunnii|Safaf02G0185500
OG0007330	Populus_trichocarpa|Potri.014G147100	Salix_dunnii|Safaf14G0111200
OG0007331	Populus_trichocarpa|Potri.003G021500	Salix_dunnii|Safaf03G0013700
OG0007331	Populus_trichocarpa|Potri.001G209100	Salix_dunnii|Safaf01G0170600
OG0007332	Populus_trichocarpa|Potri.004G021000, Populus_trichocarpa|Potri.011G025800, Populus_trichocarpa|Potri.014G152700	Salix_dunnii|Safaf04G0012200
OG0007333	Populus_trichocarpa|Potri.004G016800, Populus_trichocarpa|Potri.011G002100	Salix_dunnii|Safaf04G0009400
OG0007334	Populus_trichocarpa|Potri.011G004700, Populus_trichocarpa|Potri.004G013400	Salix_dunnii|Safaf04G0007200
OG0007335	Populus_trichocarpa|Potri.004G010500	Salix_dunnii|Safaf04G0006100
OG0007335	Populus_trichocarpa|Potri.011G006100	Salix_dunnii|Safaf11G0004100
OG0007336	Populus_trichocarpa|Potri.008G120900, Populus_trichocarpa|Potri.010G124800	Salix_dunnii|Safaf10G0092100
OG0007337	Populus_trichocarpa|Potri.008G094800	Salix_dunnii|Safaf08G0076100
OG0007337	Populus_trichocarpa|Potri.010G159400	Salix_dunnii|Safaf10G0120100
OG0007338	Populus_trichocarpa|Potri.008G149100	Salix_dunnii|Safaf08G0120800
OG0007339	Populus_trichocarpa|Potri.008G124400	Salix_dunnii|Safaf08G0101100
OG0007340	Populus_trichocarpa|Potri.003G053200, Populus_trichocarpa|Potri.001G183100	Salix_dunnii|Safaf01G0150800
OG0007341	Populus_trichocarpa|Potri.001G182500	Salix_dunnii|Safaf01G0151500
OG0007342	Populus_trichocarpa|Potri.012G011000	Salix_dunnii|Safaf11G0039000, Salix_dunnii|Safaf15G0001200
OG0007342	Populus_trichocarpa|Potri.012G005100	Salix_dunnii|Safaf12G0000700
OG0007343	Populus_trichocarpa|Potri.002G134400, Populus_trichocarpa|Potri.014G042700	Salix_dunnii|Safaf14G0026200
OG0007344	Populus_trichocarpa|Potri.002G035000	Salix_dunnii|Safaf02G0029100
OG0007344	Populus_trichocarpa|Potri.005G228000	Salix_dunnii|Safaf05G0171400
OG0007345	Populus_trichocarpa|Potri.003G160500	Salix_dunnii|Safaf03G0122500
OG0007346	Populus_trichocarpa|Potri.005G182600	Salix_dunnii|Safaf05G0132100
OG0007346	Populus_trichocarpa|Potri.002G078700	Salix_dunnii|Safaf02G0066300
OG0007348	Populus_trichocarpa|Potri.010G046700	Salix_dunnii|Safaf10G0022100
OG0007348	Populus_trichocarpa|Potri.008G186200	Salix_dunnii|Safaf08G0152800
OG0007349	Populus_trichocarpa|Potri.008G185800, Populus_trichocarpa|Potri.010G047100	Salix_dunnii|Safaf10G0021700
OG0007351	Populus_trichocarpa|Potri.008G121300, Populus_trichocarpa|Potri.010G124100	Salix_dunnii|Safaf10G0091400
OG0007353	Populus_trichocarpa|Potri.014G092600, Populus_trichocarpa|Potri.002G166200	Salix_dunnii|Safaf14G0064800
OG0007354	Populus_trichocarpa|Potri.004G045800, Populus_trichocarpa|Potri.011G054000	Salix_dunnii|Safaf11G0033400
OG0007355	Populus_trichocarpa|Potri.004G050800, Populus_trichocarpa|Potri.011G059700	Salix_dunnii|Safaf11G0037900
OG0007357	Populus_trichocarpa|Potri.008G130100	Salix_dunnii|Safaf08G0106300
OG0007357	Populus_trichocarpa|Potri.010G112000	Salix_dunnii|Safaf10G0081400
OG0007358	Populus_trichocarpa|Potri.011G095000	Salix_dunnii|Safaf11G0067300
OG0007358	Populus_trichocarpa|Potri.001G371800	Salix_dunnii|Safaf16G0242900
OG0007359	Populus_trichocarpa|Potri.012G120492	Salix_dunnii|Safaf12G0094600
OG0007360	Populus_trichocarpa|Potri.001G394000, Populus_trichocarpa|Potri.011G112500	Salix_dunnii|Safaf11G0077400
OG0007361	Populus_trichocarpa|Potri.011G150700, Populus_trichocarpa|Potri.001G450800	Salix_dunnii|Safaf16G0294500
OG0007362	Populus_trichocarpa|Potri.012G120400	Salix_dunnii|Safaf12G0094700
OG0007363	Populus_trichocarpa|Potri.003G005700, Populus_trichocarpa|Potri.004G225800	Salix_dunnii|SafafUnG0001400
OG0007364	Populus_trichocarpa|Potri.019G085900	Salix_dunnii|Safaf19G0090800
OG0007364	Populus_trichocarpa|Potri.013G115300	Salix_dunnii|Safaf13G0092000
OG0007365	Populus_trichocarpa|Potri.005G171600	Salix_dunnii|Safaf05G0123100
OG0007365	Populus_trichocarpa|Potri.002G089650	Salix_dunnii|Safaf02G0075100
OG0007366	Populus_trichocarpa|Potri.002G066900, Populus_trichocarpa|Potri.005G193300	Salix_dunnii|Safaf05G0141700
OG0007368	Populus_trichocarpa|Potri.002G081400	Salix_dunnii|Safaf02G0068100
OG0007368	Populus_trichocarpa|Potri.005G179900	Salix_dunnii|Safaf05G0129800
OG0007369	Populus_trichocarpa|Potri.014G028300	Salix_dunnii|Safaf14G0016200
OG0007369	Populus_trichocarpa|Potri.002G125700	Salix_dunnii|Safaf02G0106500
OG0007370	Populus_trichocarpa|Potri.012G059600	Salix_dunnii|Safaf12G0044800
OG0007370	Populus_trichocarpa|Potri.008G115600	Salix_dunnii|Safaf08G0094200
OG0007371	Populus_trichocarpa|Potri.001G322900	Salix_dunnii|Safaf16G0200100
OG0007372	Populus_trichocarpa|Potri.009G098601	Salix_dunnii|Safaf09G0079300, Salix_dunnii|Safaf09G0079500, Salix_dunnii|Safaf18G0078100, Salix_dunnii|Safaf09G0079900, Salix_dunnii|Safaf09G0079700, Salix_dunnii|Safaf09G0079800
OG0007373	Populus_trichocarpa|Potri.009G094300, Populus_trichocarpa|Potri.001G299300	Salix_dunnii|Safaf16G0180900
OG0007374	Populus_trichocarpa|Potri.010G252900, Populus_trichocarpa|Potri.008G005800	Salix_dunnii|Safaf10G0196900
OG0007375	Populus_trichocarpa|Potri.001G361100	Salix_dunnii|Safaf16G0235800
OG0007375	Populus_trichocarpa|Potri.011G088400	Salix_dunnii|Safaf11G0056800
OG0007376	Populus_trichocarpa|Potri.010G237400, Populus_trichocarpa|Potri.008G022000	Salix_dunnii|Safaf08G0015200
OG0007377	Populus_trichocarpa|Potri.003G055000	Salix_dunnii|Safaf03G0033400
OG0007378	Populus_trichocarpa|Potri.001G171500	Salix_dunnii|Safaf01G0145900
OG0007378	Populus_trichocarpa|Potri.003G062600	Salix_dunnii|Safaf03G0037900
OG0007379	Populus_trichocarpa|Potri.001G162400	Salix_dunnii|Safaf01G0134600
OG0007379	Populus_trichocarpa|Potri.003G072800	Salix_dunnii|Safaf03G0047000
OG0007380	Populus_trichocarpa|Potri.001G162700	Salix_dunnii|Safaf01G0134500
OG0007380	Populus_trichocarpa|Potri.003G072700	Salix_dunnii|Safaf03G0046900
OG0007381	Populus_trichocarpa|Potri.005G061432, Populus_trichocarpa|Potri.005G061366, Populus_trichocarpa|Potri.007G107400	Salix_dunnii|Safaf07G0092900
OG0007382	Populus_trichocarpa|Potri.011G094100, Populus_trichocarpa|Potri.001G368600	Salix_dunnii|Safaf16G0239700
OG0007383	Populus_trichocarpa|Potri.008G147300	Salix_dunnii|Safaf08G0119200
OG0007383	Populus_trichocarpa|Potri.010G094400	Salix_dunnii|Safaf10G0070100, Salix_dunnii|Safaf08G0119100
OG0007384	Populus_trichocarpa|Potri.001G119000, Populus_trichocarpa|Potri.003G113900	Salix_dunnii|Safaf01G0095300
OG0007385	Populus_trichocarpa|Potri.013G079101, Populus_trichocarpa|Potri.013G079201	Salix_dunnii|Safaf13G0067900
OG0007386	Populus_trichocarpa|Potri.004G086400	Salix_dunnii|Safaf04G0059600
OG0007386	Populus_trichocarpa|Potri.017G130200	Salix_dunnii|Safaf17G0119300
OG0007388	Populus_trichocarpa|Potri.003G143100	Salix_dunnii|Safaf01G0067900, Salix_dunnii|Safaf01G0067800
OG0007389	Populus_trichocarpa|Potri.001G360700, Populus_trichocarpa|Potri.001G360800	Salix_dunnii|Safaf16G0235500, Salix_dunnii|Safaf16G0235600
OG0007390	Populus_trichocarpa|Potri.004G098800	Salix_dunnii|Safaf04G0085100
OG0007391	Populus_trichocarpa|Potri.018G084800	Salix_dunnii|Safaf18G0066900
OG0007391	Populus_trichocarpa|Potri.006G160600	Salix_dunnii|Safaf06G0129500
OG0007392	Populus_trichocarpa|Potri.016G023500, Populus_trichocarpa|Potri.006G025300	Salix_dunnii|Safaf06G0017400
OG0007393	Populus_trichocarpa|Potri.010G121600	Salix_dunnii|Safaf10G0089000
